Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
1445,520.200,1.921,0.312,0.720,1.237,2.936,3.654,4.043,6.789,8.549,0.521
1450,517.600,1.931,0.320,0.720,1.149,2.889,3.718,3.979,6.893,8.075,0.518
1455,440.200,2.271,0.310,0.761,1.697,3.224,4.444,6.470,8.684,16.241,0.440
1460,512.600,1.950,0.317,0.724,1.221,2.900,3.700,4.043,6.958,15.260,0.513
1465,430.200,2.323,0.317,0.838,1.712,3.328,4.566,6.575,8.727,16.356,0.430
1470,435.200,2.295,0.331,0.816,1.809,3.295,4.374,6.347,8.658,14.335,0.436
1475,430.400,2.322,0.324,0.783,1.773,3.331,4.504,6.743,8.498,16.136,0.431
1480,529.200,1.888,0.317,0.715,1.079,2.838,3.654,3.956,6.856,8.105,0.530
1485,490.800,2.036,0.316,0.702,1.494,3.065,3.863,5.387,7.131,16.410,0.491
1490,399.000,2.506,0.325,0.848,1.744,3.589,5.071,6.601,10.765,16.258,0.399
1495,512.200,1.950,0.316,0.684,1.705,2.980,3.726,4.119,6.789,8.489,0.513
1500,519.600,1.923,0.312,0.685,1.724,2.945,3.656,4.096,6.829,8.235,0.520
1505,443.400,2.255,0.315,0.736,1.476,3.204,4.538,6.545,8.812,17.129,0.443
1510,534.200,1.870,0.315,0.684,1.069,2.826,3.635,3.957,6.921,8.242,0.535
1515,441.000,2.267,0.316,0.755,1.723,3.291,4.411,6.260,8.527,16.214,0.441
1520,452.600,2.208,0.322,0.724,1.526,3.132,4.389,6.363,8.463,16.318,0.453
1525,509.800,1.960,0.320,0.703,1.223,2.965,3.781,4.310,7.132,14.256,0.510
1530,506.200,1.973,0.310,0.686,1.140,2.973,3.789,5.033,7.034,16.134,0.507
1535,519.200,1.924,0.328,0.688,1.188,2.888,3.665,3.986,6.909,28.929,0.520
1540,529.600,1.887,0.321,0.690,1.145,2.796,3.664,4.005,6.923,8.379,0.530
1545,516.600,1.934,0.320,0.710,1.198,2.865,3.787,4.099,7.144,8.491,0.517
1550,494.800,2.021,0.330,0.727,1.373,2.968,3.870,4.461,7.126,9.779,0.495
1555,482.600,2.070,0.326,0.736,1.845,3.102,3.976,4.543,7.214,13.180,0.483
1560,495.600,2.016,0.338,0.726,1.430,3.068,3.886,4.217,7.221,12.446,0.496
1565,515.200,1.939,0.312,0.703,1.059,2.961,3.841,4.329,7.190,7.699,0.516
1570,514.400,1.942,0.332,0.697,1.166,2.888,3.737,4.100,7.052,11.444,0.515
1575,494.600,2.020,0.337,0.707,1.829,3.061,3.792,4.178,7.085,10.173,0.495
1580,480.800,2.078,0.330,0.733,1.797,3.140,3.998,4.659,7.435,9.800,0.481
1585,499.800,1.999,0.327,0.754,1.306,2.995,3.815,4.162,7.207,8.857,0.500
1590,494.800,2.020,0.327,0.732,1.282,2.970,3.837,5.187,7.057,13.749,0.495
1595,464.200,2.153,0.329,0.734,1.784,3.125,3.991,6.187,8.397,13.980,0.465
1600,524.000,1.906,0.333,0.717,1.274,2.847,3.626,3.958,6.897,7.966,0.525
1605,389.600,2.566,0.327,0.865,1.895,3.699,5.189,6.887,9.053,15.995,0.390
1610,503.000,1.986,0.336,0.726,1.178,2.982,3.859,4.219,7.206,23.347,0.504
1615,520.400,1.920,0.324,0.719,1.131,2.891,3.726,4.083,7.100,7.452,0.521
1620,448.600,2.230,0.341,0.719,1.740,3.162,4.358,6.607,8.920,18.932,0.448
1625,502.400,1.987,0.319,0.705,1.233,3.047,3.868,4.404,7.278,11.036,0.503
1630,506.800,1.974,0.317,0.694,1.300,2.983,3.803,4.528,7.102,13.883,0.507
1635,529.000,1.887,0.326,0.684,1.231,2.843,3.669,3.931,6.848,9.047,0.530
1640,519.200,1.926,0.318,0.686,1.185,2.969,3.678,4.094,6.963,8.575,0.519
1645,518.800,1.926,0.315,0.680,1.747,2.951,3.641,3.930,6.828,10.577,0.519
1650,517.200,1.934,0.307,0.681,1.295,2.977,3.671,4.036,6.899,8.826,0.517
1655,495.800,2.014,0.328,0.700,1.210,3.026,3.886,4.981,7.181,9.842,0.497
1660,520.600,1.920,0.324,0.690,1.139,2.864,3.703,4.041,6.966,8.469,0.521
1665,502.400,1.990,0.332,0.706,1.810,3.057,3.722,4.077,7.157,8.115,0.503
1670,461.400,2.165,0.326,0.699,1.690,3.111,4.038,6.524,8.302,16.233,0.462
1675,529.200,1.889,0.311,0.681,1.353,2.921,3.601,3.919,6.768,8.701,0.529
1680,525.200,1.904,0.318,0.684,1.433,2.796,3.557,3.953,6.851,27.316,0.525
1685,527.000,1.896,0.330,0.687,1.225,2.937,3.649,3.940,6.859,7.794,0.527
1690,502.600,1.987,0.313,0.696,1.788,3.033,3.718,4.109,6.936,10.509,0.503
1695,525.600,1.902,0.317,0.693,1.227,2.832,3.662,3.990,6.931,8.106,0.526
1700,524.000,1.907,0.337,0.686,1.206,2.923,3.628,3.966,6.885,9.355,0.524
1705,517.600,1.930,0.318,0.699,1.224,2.857,3.687,4.044,6.962,8.559,0.518
1710,440.200,2.271,0.331,0.715,1.842,3.167,4.058,6.699,8.685,17.276,0.440
1715,517.000,1.933,0.321,0.704,1.166,2.873,3.710,4.031,7.074,11.871,0.517
1720,437.400,2.286,0.323,0.727,1.556,3.214,4.430,6.703,8.685,16.531,0.437
1725,513.600,1.945,0.318,0.721,1.337,2.966,3.665,3.972,7.082,8.533,0.514
1730,424.800,2.351,0.333,0.816,1.898,3.312,4.288,6.862,8.708,17.577,0.425
1735,435.600,2.294,0.321,0.791,1.733,3.260,4.526,6.495,8.642,16.476,0.436
1740,481.200,2.077,0.321,0.752,1.821,3.057,3.856,4.796,6.840,13.053,0.482
1745,512.400,1.952,0.300,0.731,1.067,2.847,3.795,4.798,6.966,9.406,0.512
1750,522.000,1.914,0.322,0.723,1.112,2.890,3.613,3.963,6.753,11.212,0.523
1755,509.400,1.963,0.315,0.740,1.238,2.909,3.715,4.299,6.910,8.918,0.509
1760,530.000,1.884,0.307,0.736,1.051,2.812,3.650,3.934,6.847,7.671,0.531
1765,486.400,2.055,0.325,0.740,1.527,3.063,3.833,5.046,7.046,14.922,0.487
1770,514.000,1.943,0.323,0.739,1.107,2.975,3.689,4.096,6.929,8.365,0.515
1775,453.600,2.203,0.332,0.794,1.588,3.207,4.218,5.235,8.569,16.813,0.454
1780,512.400,1.950,0.308,0.729,1.314,3.012,3.657,3.978,6.824,8.258,0.513
1785,523.200,1.910,0.318,0.692,1.177,2.834,3.668,4.085,7.058,8.643,0.524
1790,453.600,2.204,0.325,0.717,1.474,3.146,4.336,6.617,8.538,17.230,0.454
1795,531.600,1.880,0.325,0.687,1.200,2.835,3.644,3.936,6.868,8.525,0.532
1800,502.800,1.986,0.318,0.703,1.221,2.978,3.824,4.596,7.366,11.508,0.504
1805,529.000,1.888,0.317,0.690,1.062,2.863,3.690,3.987,7.155,9.341,0.530
1810,517.200,1.932,0.328,0.693,1.183,2.894,3.688,4.064,7.170,10.515,0.518
1815,468.000,2.135,0.341,0.703,1.294,3.108,4.053,6.811,8.107,18.312,0.468
1820,501.600,1.992,0.295,0.700,1.293,2.922,3.715,4.429,7.655,23.203,0.502
1825,475.800,2.100,0.324,0.713,1.314,3.069,3.953,5.927,8.233,14.305,0.476
1830,519.000,1.926,0.330,0.687,1.236,2.879,3.679,3.973,7.408,8.560,0.519
1835,516.200,1.936,0.323,0.697,1.185,2.926,3.687,4.004,7.545,13.548,0.516
1840,431.200,2.317,0.334,0.736,1.551,3.189,4.576,7.093,9.378,18.179,0.432
1845,495.400,2.017,0.314,0.733,1.248,3.053,3.837,4.203,7.627,15.762,0.496
1850,462.600,2.160,0.339,0.825,1.575,3.203,4.000,4.854,7.760,9.814,0.463
1855,506.400,1.974,0.338,0.751,1.101,2.872,3.725,4.081,7.363,11.508,0.507
1860,521.400,1.916,0.317,0.727,1.129,2.846,3.608,3.937,7.156,8.952,0.522
1865,468.400,2.133,0.308,0.729,1.659,3.036,3.963,6.469,7.916,16.751,0.469
1870,456.000,2.192,0.339,0.807,1.214,3.131,4.198,5.036,9.114,10.416,0.456
1875,512.200,1.950,0.331,0.740,1.284,2.864,3.651,3.975,7.162,8.058,0.513
1880,510.000,1.960,0.315,0.738,1.164,2.925,3.684,4.002,7.201,8.154,0.510
1885,449.400,2.223,0.332,0.761,1.770,3.083,4.079,6.330,8.792,17.659,0.450
1890,479.400,2.084,0.313,0.734,1.711,3.017,3.845,4.995,7.738,13.338,0.480
1895,481.200,2.076,0.312,0.744,1.407,2.982,3.869,5.323,8.797,20.463,0.482
1900,490.200,2.039,0.324,0.742,1.766,3.074,3.770,4.546,7.216,9.109,0.491
1905,522.800,1.911,0.326,0.699,1.135,2.856,3.659,4.029,7.275,8.752,0.523
1910,517.800,1.930,0.325,0.689,1.223,2.955,3.689,3.971,7.191,12.061,0.518
1915,493.200,2.027,0.328,0.698,1.298,3.015,3.877,4.955,7.572,15.805,0.493
1920,526.800,1.895,0.319,0.674,1.082,2.808,3.619,4.094,7.166,8.824,0.528
1925,540.600,1.848,0.318,0.674,1.098,2.745,3.497,3.800,7.045,8.257,0.541
1930,522.400,1.912,0.311,0.678,1.204,2.907,3.558,4.050,7.141,10.089,0.523
1935,512.000,1.952,0.327,0.688,1.241,2.970,3.664,4.337,7.162,9.882,0.512
1940,474.800,2.103,0.324,0.699,1.306,3.052,3.998,5.813,8.526,17.518,0.476
1945,442.600,2.258,0.318,0.743,1.575,3.123,4.492,6.604,9.334,18.037,0.443
1950,520.800,1.918,0.322,0.688,1.252,2.818,3.659,3.973,7.218,8.558,0.521
1955,505.800,1.975,0.325,0.691,1.794,2.917,3.677,4.003,7.172,7.944,0.506
1960,513.000,1.947,0.320,0.693,1.244,2.987,3.710,4.077,7.206,13.290,0.513
1965,523.000,1.910,0.329,0.705,1.124,2.850,3.645,3.982,7.145,26.386,0.524
1970,489.200,2.043,0.320,0.825,1.364,2.952,3.764,4.167,7.253,8.497,0.490
1975,515.000,1.940,0.315,0.763,1.110,2.888,3.702,4.037,6.875,9.960,0.516
1980,468.800,2.133,0.328,0.775,1.852,3.143,3.880,5.320,7.184,16.658,0.469
1985,444.800,2.246,0.339,0.778,1.790,3.201,4.331,6.212,8.378,15.946,0.445
1990,535.600,1.866,0.314,0.749,1.091,2.771,3.561,3.886,6.686,8.423,0.536
1995,428.400,2.331,0.320,0.836,1.763,3.262,4.588,6.633,8.898,17.134,0.429
2000,528.800,1.890,0.325,0.756,1.056,2.826,3.653,3.957,6.835,7.498,0.529
2005,492.200,2.030,0.325,0.766,1.778,3.049,3.816,4.305,6.902,11.275,0.493
2010,485.400,2.059,0.309,0.788,1.293,3.058,3.915,4.719,7.687,9.189,0.486
2015,506.400,1.973,0.329,0.777,1.125,2.936,3.724,4.065,6.985,8.649,0.507
2020,434.600,2.300,0.332,0.821,1.528,3.263,4.552,6.612,8.850,17.125,0.435
2025,450.400,2.218,0.325,0.800,1.303,3.263,4.308,5.923,8.875,15.082,0.451
2030,448.200,2.230,0.322,0.752,1.685,3.122,4.288,6.660,8.333,15.620,0.448
2035,456.000,2.192,0.336,0.735,1.529,3.200,4.324,6.181,8.580,16.608,0.456
2040,478.800,2.088,0.329,0.727,1.342,3.099,3.968,5.320,7.473,19.356,0.479
2045,534.200,1.871,0.315,0.684,1.055,2.820,3.632,3.925,6.832,7.976,0.535
2050,522.200,1.913,0.318,0.695,1.124,2.863,3.658,3.983,7.014,13.518,0.523
2055,509.800,1.960,0.316,0.685,1.751,2.990,3.648,4.100,6.930,8.023,0.510
2060,506.000,1.975,0.315,0.688,1.456,2.980,3.772,4.707,6.970,9.251,0.506
2065,523.800,1.908,0.310,0.681,1.251,2.782,3.620,3.962,6.918,8.050,0.524
2070,481.200,2.079,0.336,0.693,1.728,3.017,3.870,6.319,7.227,17.045,0.481
2075,478.400,2.089,0.324,0.717,1.518,3.092,3.947,5.106,7.656,12.411,0.479
2080,509.200,1.960,0.322,0.702,1.124,2.915,3.743,4.423,7.104,9.048,0.510
2085,503.600,1.984,0.320,0.730,1.147,2.965,3.826,4.431,7.671,10.372,0.504
2090,526.200,1.900,0.315,0.696,1.134,2.808,3.719,3.972,6.937,8.511,0.526
2095,525.000,1.903,0.326,0.698,1.144,2.945,3.660,3.979,6.967,8.604,0.526
2100,526.400,1.899,0.323,0.699,1.161,2.877,3.676,4.019,7.005,8.371,0.527
2105,529.000,1.889,0.329,0.694,1.020,2.796,3.674,4.092,7.045,8.234,0.529
2110,518.200,1.928,0.330,0.691,1.130,2.957,3.703,3.979,6.994,20.136,0.519
2115,513.200,1.948,0.320,0.694,1.193,2.983,3.700,4.026,7.029,14.563,0.513
2120,446.800,2.237,0.333,0.730,1.799,3.186,4.202,5.914,8.802,17.537,0.447
2125,520.600,1.919,0.310,0.708,1.104,2.872,3.722,4.291,6.993,8.511,0.521
2130,531.200,1.881,0.331,0.690,1.108,2.807,3.640,3.976,6.947,13.483,0.532
2135,488.200,2.046,0.330,0.703,1.464,3.072,3.869,4.723,7.014,9.722,0.489
2140,540.800,1.848,0.309,0.684,0.985,2.767,3.625,3.919,6.849,8.683,0.541
2145,513.400,1.946,0.323,0.706,1.233,3.007,3.684,4.046,7.112,10.199,0.514
2150,460.800,2.167,0.328,0.860,1.503,3.201,4.085,4.950,7.772,9.382,0.462
2155,487.600,2.049,0.332,0.752,1.468,3.080,3.876,6.014,6.921,10.505,0.488
2160,502.600,1.988,0.312,0.755,1.411,3.011,3.719,4.234,6.877,11.293,0.503
2165,503.600,1.983,0.324,0.747,1.784,3.040,3.728,4.056,6.828,9.051,0.504
2170,507.000,1.972,0.312,0.742,1.311,3.018,3.689,4.044,6.897,8.523,0.507
2175,515.400,1.936,0.323,0.744,1.160,2.927,3.685,4.012,6.930,8.420,0.517
2180,507.600,1.969,0.283,0.742,1.151,2.840,3.693,6.010,6.940,24.823,0.508
2185,512.800,1.948,0.318,0.747,1.129,2.865,3.719,4.057,6.961,8.227,0.513
2190,494.600,2.021,0.320,0.747,1.505,2.996,3.793,4.861,6.968,15.001,0.495
2195,540.200,1.850,0.324,0.730,1.069,2.726,3.605,3.907,6.712,7.043,0.541
2200,521.200,1.916,0.319,0.736,1.132,2.820,3.637,4.049,6.821,9.982,0.522
2205,511.800,1.951,0.320,0.703,1.282,2.964,3.742,4.075,7.136,8.953,0.512
2210,444.200,2.250,0.336,0.729,1.735,3.193,4.355,6.474,8.763,17.184,0.444
2215,533.000,1.875,0.321,0.687,1.086,2.826,3.641,3.949,6.798,12.427,0.533
2220,527.400,1.893,0.323,0.687,1.246,2.807,3.625,3.972,6.810,8.645,0.528
2225,539.600,1.852,0.316,0.675,1.167,2.839,3.508,3.818,6.735,8.405,0.540
2230,540.200,1.850,0.319,0.675,1.069,2.808,3.576,4.077,6.704,8.379,0.541
2235,448.200,2.231,0.326,0.733,1.461,3.188,4.428,6.301,8.773,17.466,0.448
2240,461.200,2.167,0.319,0.720,1.658,3.117,4.276,6.076,8.314,16.091,0.462
2245,539.000,1.853,0.314,0.672,1.068,2.768,3.568,3.905,6.796,8.269,0.540
2250,463.200,2.157,0.314,0.718,1.688,3.104,4.314,5.450,8.378,15.382,0.464
2255,527.600,1.893,0.322,0.680,1.232,2.898,3.596,3.893,6.836,7.982,0.528
2260,526.600,1.898,0.307,0.681,1.178,2.839,3.637,4.185,6.884,8.661,0.527
2265,517.400,1.931,0.315,0.666,1.249,2.963,3.721,4.386,7.103,9.802,0.518
2270,450.600,2.219,0.312,0.678,1.684,3.181,4.545,6.496,8.475,16.524,0.451
2275,489.800,2.038,0.298,0.665,1.200,3.016,3.929,5.723,8.275,16.250,0.491
2280,533.600,1.872,0.310,0.651,1.012,2.823,3.677,4.503,6.743,8.837,0.534
2285,562.200,1.778,0.304,0.641,0.991,2.705,3.486,3.840,6.616,7.506,0.562
2290,529.800,1.886,0.315,0.648,1.227,2.854,3.620,4.323,6.769,10.481,0.530
2295,541.000,1.846,0.303,0.651,1.135,2.853,3.567,3.978,6.768,7.945,0.542
2300,552.200,1.811,0.310,0.637,1.512,2.690,3.480,3.755,6.538,7.651,0.552
2305,546.200,1.828,0.309,0.636,1.161,2.800,3.524,3.925,6.606,9.196,0.547
2310,522.000,1.915,0.305,0.654,1.239,2.896,3.727,4.485,6.772,8.801,0.522
2315,486.000,2.054,0.312,0.666,1.202,3.001,4.014,5.730,8.572,13.337,0.487
2320,542.400,1.843,0.315,0.657,1.177,2.777,3.590,3.925,6.887,10.797,0.543
2325,491.400,2.033,0.316,0.725,1.186,3.078,3.901,4.826,7.372,9.236,0.492
2330,495.200,2.017,0.315,0.803,1.177,2.950,3.824,4.414,7.356,10.728,0.496
2335,520.200,1.921,0.305,0.747,1.232,2.805,3.611,3.912,6.734,8.527,0.521
2340,477.000,2.097,0.311,0.810,1.373,3.058,3.965,4.723,8.224,8.798,0.477
2345,518.400,1.926,0.316,0.747,1.384,2.918,3.605,3.942,6.746,9.632,0.519
2350,525.200,1.903,0.310,0.746,1.111,2.815,3.642,3.978,6.741,8.192,0.526
2355,479.600,2.084,0.323,0.749,1.607,3.014,3.865,6.528,7.333,16.712,0.480
2360,388.200,2.575,0.315,0.951,1.771,3.566,4.922,6.860,11.561,16.267,0.388
2365,524.800,1.904,0.321,0.741,1.142,2.786,3.592,3.938,6.737,8.725,0.525
2370,525.800,1.900,0.317,0.739,1.147,2.911,3.621,3.891,6.685,8.686,0.526
2375,428.600,2.332,0.311,0.824,1.767,3.310,4.523,6.450,8.728,16.791,0.429
2380,513.000,1.947,0.298,0.742,1.220,2.820,3.633,4.415,6.753,8.734,0.514
2385,529.400,1.888,0.309,0.683,1.247,2.842,3.612,4.008,6.831,9.122,0.530
2390,553.600,1.804,0.318,0.669,1.018,2.712,3.509,3.817,6.635,14.880,0.554
2395,542.200,1.843,0.315,0.672,1.041,2.887,3.588,3.902,6.724,11.100,0.543
2400,544.000,1.836,0.296,0.667,1.076,2.809,3.545,3.894,6.679,9.527,0.545
2405,539.800,1.851,0.305,0.664,1.169,2.723,3.510,3.882,6.659,10.859,0.540
2410,538.000,1.857,0.306,0.670,1.110,2.773,3.548,3.896,6.659,8.441,0.538
2415,535.000,1.868,0.315,0.668,1.287,2.847,3.560,3.868,6.677,8.063,0.535
2420,459.200,2.177,0.308,0.691,1.743,3.102,4.066,6.442,8.416,16.193,0.459
2425,502.400,1.989,0.313,0.690,1.290,3.004,3.789,4.614,7.026,9.306,0.503
2430,550.400,1.815,0.313,0.667,1.051,2.736,3.536,3.836,6.699,10.505,0.551
2435,537.800,1.858,0.292,0.669,1.086,2.815,3.640,4.292,6.660,8.540,0.538
2440,539.400,1.852,0.309,0.664,0.996,2.806,3.587,4.433,6.820,8.625,0.540
2445,546.400,1.831,0.308,0.650,1.237,2.720,3.520,3.844,6.876,8.383,0.546
2450,549.600,1.817,0.306,0.645,1.062,2.760,3.568,3.889,6.688,8.871,0.550
2455,534.800,1.868,0.297,0.647,1.258,2.848,3.560,3.889,6.687,8.573,0.535
2460,542.000,1.844,0.317,0.653,1.106,2.718,3.573,3.913,6.811,8.072,0.542
2465,534.800,1.868,0.298,0.641,1.135,2.886,3.651,4.206,6.662,8.625,0.535
2470,545.200,1.833,0.298,0.636,1.199,2.752,3.501,3.796,6.574,9.878,0.546
2475,504.600,1.981,0.292,0.676,1.316,2.953,3.772,4.592,7.929,8.836,0.505
2480,533.400,1.873,0.323,0.664,1.161,2.944,3.609,3.901,6.813,8.219,0.534
2485,526.800,1.896,0.313,0.673,1.096,2.896,3.743,4.191,7.081,9.086,0.527
2490,470.600,2.122,0.308,0.688,1.414,3.079,4.101,6.378,8.684,16.795,0.471
2495,497.200,2.010,0.316,0.665,1.775,2.977,3.759,4.843,6.828,10.971,0.497
2500,495.400,2.016,0.322,0.676,1.151,3.037,3.897,5.029,8.455,10.630,0.496
2505,511.000,1.956,0.322,0.701,1.175,2.885,3.765,5.464,7.064,8.165,0.511
2510,484.600,2.061,0.315,0.805,1.313,3.096,3.886,4.365,7.390,9.555,0.485
2515,506.000,1.974,0.331,0.741,1.778,2.895,3.711,4.072,6.785,9.767,0.506
2520,508.800,1.965,0.311,0.733,1.234,3.005,3.724,4.516,6.713,7.994,0.509
2525,525.400,1.901,0.327,0.739,1.045,2.817,3.676,4.010,6.846,17.337,0.526
2530,407.400,2.454,0.339,0.864,1.792,3.436,4.982,6.644,9.646,16.153,0.408
2535,470.200,2.124,0.320,0.767,1.341,3.111,4.011,4.920,8.452,12.224,0.471
2540,509.600,1.962,0.324,0.734,1.785,2.984,3.711,4.017,6.809,8.430,0.510
2545,530.400,1.885,0.317,0.725,1.098,2.790,3.603,3.927,6.812,7.463,0.530
2550,386.200,2.584,0.339,0.947,1.633,3.850,4.934,6.964,8.950,17.154,0.387
2555,459.000,2.177,0.319,0.773,1.560,3.188,4.159,5.172,8.338,12.208,0.459
2560,422.000,2.368,0.316,0.875,1.638,3.393,4.781,6.141,9.131,15.285,0.422
2565,534.800,1.868,0.317,0.687,1.108,2.807,3.628,3.958,6.904,8.755,0.535
2570,529.800,1.886,0.325,0.689,1.093,2.845,3.663,3.999,6.840,8.780,0.530
2575,498.800,2.003,0.316,0.698,1.287,3.000,3.831,5.222,7.342,12.628,0.499
2580,512.800,1.950,0.323,0.696,1.215,3.003,3.696,4.493,6.937,8.239,0.513
2585,453.400,2.204,0.336,0.730,1.798,3.174,4.032,6.558,8.402,16.634,0.454
2590,520.800,1.918,0.323,0.686,1.338,2.926,3.647,3.997,6.903,7.844,0.521
2595,522.400,1.915,0.325,0.680,1.175,2.918,3.661,4.247,7.046,8.526,0.522
2600,511.800,1.951,0.320,0.696,1.235,2.993,3.710,4.356,7.113,13.330,0.513
2605,511.400,1.955,0.319,0.696,1.192,2.966,3.709,4.585,6.892,8.984,0.512
2610,522.200,1.913,0.313,0.687,1.179,2.910,3.683,4.196,6.884,8.550,0.523
2615,513.400,1.946,0.306,0.678,1.738,2.963,3.658,4.267,6.720,8.320,0.514
2620,527.400,1.895,0.325,0.686,1.091,2.861,3.728,4.181,6.883,8.439,0.528
2625,509.400,1.961,0.324,0.705,1.197,3.014,3.750,4.509,7.181,13.428,0.510
2630,523.000,1.910,0.335,0.693,1.108,2.844,3.646,3.991,6.914,7.832,0.523
2635,511.600,1.953,0.332,0.699,1.134,2.919,3.786,4.387,7.000,9.662,0.512
2640,498.800,2.003,0.325,0.697,1.342,3.020,3.789,4.965,7.648,15.871,0.499
2645,523.800,1.910,0.311,0.689,1.249,2.832,3.656,3.961,6.831,13.094,0.524
2650,508.600,1.963,0.319,0.695,1.767,2.980,3.681,4.080,6.931,10.537,0.509
2655,531.200,1.881,0.296,0.695,1.100,2.798,3.666,3.967,6.912,7.462,0.532
2660,511.600,1.953,0.326,0.699,1.776,2.910,3.692,3.985,6.953,8.479,0.512
2665,443.200,2.255,0.333,0.717,1.635,3.161,4.403,6.723,9.105,17.900,0.443
2670,479.800,2.082,0.315,0.695,1.496,3.052,3.907,6.482,8.138,26.713,0.480
2675,513.200,1.947,0.327,0.700,1.255,3.003,3.681,4.021,7.043,9.430,0.514
2680,461.600,2.165,0.329,0.740,1.373,3.202,4.182,6.148,7.604,14.238,0.462
2685,446.800,2.236,0.329,0.727,1.753,3.139,4.196,6.593,8.698,16.873,0.447
2690,480.000,2.082,0.327,0.799,1.818,3.154,3.872,4.351,7.242,10.320,0.480
2695,530.200,1.885,0.319,0.728,1.086,2.838,3.617,3.950,6.768,7.075,0.531
2700,494.800,2.021,0.325,0.748,1.814,3.016,3.790,4.251,7.023,8.129,0.495
2705,510.200,1.957,0.330,0.745,1.133,2.931,3.706,4.077,7.023,8.751,0.511
2710,502.600,1.989,0.318,0.750,1.351,2.902,3.768,4.109,7.024,7.913,0.503
2715,451.400,2.213,0.323,0.757,1.670,3.158,4.310,6.567,8.436,17.765,0.452
2720,440.600,2.268,0.322,0.767,1.724,3.170,4.467,6.712,8.427,17.965,0.441
2725,465.400,2.148,0.349,0.788,1.321,3.265,4.149,4.901,7.960,13.749,0.466
2730,459.000,2.176,0.320,0.773,1.480,3.117,4.065,6.586,7.781,15.106,0.459
2735,510.600,1.957,0.320,0.731,1.198,2.995,3.684,4.282,7.003,9.061,0.511
2740,506.000,1.975,0.329,0.729,1.531,2.960,3.703,4.028,6.976,8.044,0.506
2745,499.000,2.003,0.306,0.705,1.171,2.998,3.848,4.817,7.887,16.060,0.499
2750,467.600,2.138,0.321,0.713,1.443,3.142,4.040,6.024,8.273,14.527,0.468
2755,509.600,1.960,0.325,0.698,1.113,3.018,3.811,4.449,7.026,8.442,0.510
2760,507.800,1.968,0.330,0.712,1.150,2.932,3.858,4.236,7.220,8.242,0.508
2765,528.800,1.890,0.318,0.682,1.073,2.925,3.651,4.016,6.880,8.358,0.529
2770,515.200,1.941,0.317,0.687,1.339,2.947,3.649,4.044,6.959,12.143,0.515
2775,525.200,1.902,0.321,0.698,1.139,2.924,3.622,3.958,6.995,8.841,0.526
2780,528.000,1.892,0.309,0.680,1.150,2.785,3.651,4.221,6.802,8.852,0.528
2785,525.200,1.903,0.317,0.679,1.110,2.856,3.632,4.234,6.938,7.908,0.526
2790,519.200,1.925,0.325,0.683,1.121,2.946,3.654,4.591,6.931,7.932,0.519
2795,456.200,2.190,0.325,0.704,1.325,3.097,4.541,6.618,8.689,16.993,0.457
2800,524.800,1.905,0.313,0.680,1.116,2.887,3.701,4.362,6.820,8.769,0.525
2805,531.800,1.878,0.313,0.669,1.173,2.809,3.664,4.161,7.122,8.947,0.532
2810,505.400,1.977,0.314,0.640,1.445,2.942,3.731,6.331,7.519,16.754,0.506
2815,547.800,1.824,0.311,0.640,1.129,2.795,3.530,3.822,6.600,9.458,0.548
2820,458.800,2.178,0.313,0.689,1.441,3.062,4.356,6.469,8.546,17.311,0.459
2825,546.800,1.828,0.314,0.653,1.100,2.743,3.556,3.909,6.722,8.725,0.547
2830,563.200,1.773,0.318,0.652,1.030,2.750,3.551,3.822,6.725,7.781,0.564
2835,533.600,1.872,0.317,0.653,1.157,2.887,3.590,3.920,6.795,8.782,0.534
2840,548.200,1.823,0.305,0.637,1.034,2.736,3.553,3.941,6.677,8.429,0.549
2845,543.400,1.839,0.302,0.647,1.089,2.763,3.545,3.864,6.728,12.084,0.544
2850,562.600,1.776,0.314,0.644,0.992,2.682,3.485,3.795,6.725,8.376,0.563
2855,543.200,1.838,0.323,0.647,1.076,2.721,3.543,4.124,6.712,8.423,0.544
2860,534.000,1.871,0.331,0.654,1.173,2.867,3.632,3.973,6.739,8.296,0.534
2865,534.600,1.869,0.321,0.688,1.052,2.789,3.636,4.095,6.961,8.416,0.535
2870,510.600,1.957,0.313,0.704,1.232,2.909,3.784,4.499,6.901,9.676,0.511
2875,484.400,2.063,0.318,0.727,1.242,3.060,4.010,5.037,8.710,10.373,0.485
2880,493.600,2.024,0.311,0.711,1.814,3.102,3.781,4.077,7.099,8.464,0.494
2885,504.200,1.982,0.311,0.708,1.225,2.929,3.804,4.512,7.189,10.342,0.504
2890,516.600,1.935,0.318,0.704,1.369,2.929,3.669,3.993,7.007,7.481,0.517
2895,528.800,1.889,0.319,0.684,1.166,2.853,3.658,3.955,6.915,10.604,0.529
2900,519.000,1.925,0.324,0.698,1.314,2.861,3.706,4.014,7.034,8.925,0.519
2905,526.600,1.898,0.315,0.696,1.149,2.814,3.682,3.985,7.045,8.512,0.527
2910,496.600,2.011,0.309,0.719,1.273,3.068,3.794,4.570,7.299,9.437,0.497
