Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
3450,213.200,0.713,0.585,0.677,0.696,0.728,0.773,0.820,1.050,1.777,1.403
3455,202.200,0.755,0.634,0.693,0.724,0.768,0.861,0.938,1.272,2.010,1.325
3460,215.800,0.750,0.640,0.707,0.733,0.768,0.813,0.862,1.013,3.660,1.332
3465,207.200,0.754,0.614,0.695,0.737,0.792,0.855,0.899,1.054,1.650,1.327
3470,238.200,0.700,0.610,0.665,0.686,0.716,0.761,0.803,0.890,1.678,1.429
3475,222.800,0.691,0.597,0.658,0.678,0.704,0.740,0.773,0.850,3.460,1.447
3480,225.600,0.706,0.597,0.663,0.686,0.725,0.781,0.834,1.019,1.700,1.416
3485,225.400,0.712,0.625,0.673,0.693,0.730,0.775,0.812,0.984,1.709,1.405
3490,191.400,0.812,0.618,0.683,0.714,0.838,1.147,1.343,1.574,2.206,1.232
3495,205.400,0.750,0.626,0.684,0.709,0.751,0.832,0.986,1.412,2.121,1.333
3500,208.800,0.733,0.612,0.670,0.702,0.783,0.852,0.894,1.017,1.460,1.364
3505,234.200,0.715,0.622,0.672,0.694,0.732,0.793,0.845,1.056,1.624,1.398
3510,233.000,0.703,0.568,0.669,0.692,0.722,0.760,0.795,0.956,1.238,1.423
3515,206.000,0.768,0.615,0.677,0.717,0.822,0.920,1.001,1.366,1.946,1.303
3520,195.200,0.779,0.602,0.667,0.697,0.812,0.994,1.294,1.529,1.740,1.284
3525,211.400,0.713,0.607,0.667,0.696,0.734,0.795,0.853,0.993,1.696,1.403
3530,244.200,0.689,0.595,0.654,0.675,0.703,0.743,0.786,0.951,1.788,1.451
3535,222.800,0.693,0.605,0.656,0.678,0.708,0.752,0.807,0.977,1.615,1.443
3540,211.000,0.700,0.604,0.662,0.687,0.722,0.763,0.797,0.940,1.398,1.428
3545,236.000,0.694,0.612,0.662,0.680,0.710,0.745,0.773,0.885,1.619,1.442
3550,220.600,0.697,0.611,0.662,0.683,0.712,0.753,0.792,0.892,1.632,1.435
3555,234.600,0.695,0.612,0.661,0.682,0.711,0.751,0.789,0.964,1.128,1.439
3560,220.400,0.715,0.619,0.674,0.699,0.734,0.781,0.834,0.947,1.527,1.399
3565,214.200,0.715,0.627,0.675,0.699,0.734,0.784,0.828,1.015,1.483,1.398
3570,216.200,0.720,0.621,0.669,0.692,0.731,0.830,0.886,1.119,1.710,1.389
3575,217.400,0.711,0.591,0.665,0.689,0.730,0.781,0.833,1.222,1.683,1.407
3580,220.600,0.703,0.619,0.665,0.685,0.716,0.775,0.817,0.967,1.719,1.422
3585,218.000,0.738,0.623,0.690,0.719,0.757,0.803,0.848,1.077,4.658,1.355
3590,199.800,0.926,0.705,0.809,0.854,0.916,1.034,1.547,2.108,5.993,1.079
3595,215.000,0.794,0.659,0.724,0.756,0.829,0.921,0.988,1.295,1.671,1.260
